amount,sex,month,day,grade
27.2,male,5,23,4
27.9,male,4,23,2
30.2,male,4,23,1
30.3,male,4,23,1
28.4,male,4,23,3
28.4,male,5,23,1
29.5,male,5,23,2
30.2,male,3,23,1
29.8,male,3,23,4
28.8,male,4,23,3
28,male,4,23,3
27.9,male,5,23,1
29.7,male,4,23,4
29.7,male,5,23,4
29.7,male,4,23,1
30.5,male,3,23,2
30.6,male,3,23,2
29.3,male,5,23,2
29.1,male,4,23,3
31.7,male,3,23,1
31.6,male,4,23,2
32,male,3,23,1
27.4,male,3,23,3
28.6,male,4,23,3
30.6,male,3,23,2
29.3,male,4,23,4
29.1,male,3,23,2
29,male,5,23,1
28.6,male,3,23,2
30.5,male,3,23,4
31.7,male,5,23,2
28.1,male,3,23,1
27.6,male,5,23,3
29.3,male,4,23,3
27.7,male,5,23,2
31.5,male,3,23,2
31.1,male,4,23,1
31.6,male,5,23,1
29.1,male,5,23,4
32,male,5,23,1
27.1,male,4,23,4
29.6,male,4,23,4
30.9,male,5,23,2
27,male,5,23,
30.3,male,5,23,1
27.2,male,4,23,4
32.4,male,4,23,4
30.7,male,5,23,3
33.9,male,3,23,4
32.8,male,4,23,4
29.4,male,5,23,1
32.7,male,3,23,1
26.7,male,3,23,3
26.1,male,3,23,4
34.5,male,4,23,1
30.1,,4,23,2
21.9,male,5,23,4
40.6,male,5,23,1
45.5,female,4,23,2
37.2,female,3,23,4
27.7,female,3,23,1
45,female,3,23,1
22.4,female,4,23,2
37.1,male,4,23,4
33.5,female,4,23,2
44.5,female,3,23,1
43.7,female,3,23,1
51.4,female,4,23,1
46.2,female,3,23,4
46.4,female,5,23,2
44.5,female,5,23,3
35,female,3,23,2
40,female,5,23,3
49.2,female,4,23,1
45.6,female,3,23,4
35.6,female,3,23,2
35.2,female,5,23,4
39.9,female,3,23,3
50.8,female,3,23,2
50.9,female,4,23,1
44.5,female,3,23,2
47.7,female,4,23,2
47.7,female,5,23,1
47.4,female,3,23,1
36.4,female,4,23,2
50.3,female,3,23,2
39.7,female,3,23,2
50.1,female,5,23,4
39,female,3,23,3
47.3,female,5,23,4
37.7,female,4,23,1
46.7,female,5,23,4
38,female,4,23,3
39.3,female,5,23,3
43,female,5,23,3
38,female,4,23,2
30.1,female,3,24,4
31.9,female,4,24,1
31.1,female,4,24,3
25.4,female,3,24,2
26.4,female,4,24,2
23.4,female,3,24,2
24.2,female,3,24,4
28.1,female,5,24,1
28.6,female,3,24,4
25.7,female,4,24,1
27.1,female,4,24,3
28.4,female,5,24,3
27.7,female,3,24,4
26.5,female,4,24,1
26.3,female,5,24,2
26,female,4,24,4
22.2,female,3,24,3
24.2,female,3,24,3
23,female,5,24,1
28,female,5,24,3
25,female,4,24,3
23.1,female,5,24,3
26.4,female,4,24,3
26.9,female,5,24,2
23.4,female,3,24,1
23.1,female,4,24,4
23.1,,5,24,3
28.9,female,4,24,2
26.3,female,5,24,2
22.3,female,5,24,4
27.4,female,3,24,2
25.3,female,3,24,4
22.5,female,3,24,3
23.9,female,4,24,3
27,female,5,24,2
26.3,female,3,24,4
24,female,4,24,3
22.5,female,3,24,3
23.1,female,3,24,4
25.3,female,3,24,4
26.2,female,4,24,4
23.3,female,4,24,4
27.1,female,5,24,4
23.9,female,5,24,2
23,female,3,24,4
22.7,female,5,24,1
22.6,female,3,24,2
27,female,4,24,4
23.9,female,5,24,3
27.6,female,5,24,4
22.3,female,5,24,3
26.8,female,5,24,1
22.7,female,4,24,4
25,female,4,24,4
31.1,female,4,24,1
34.5,female,5,24,4
30.9,female,3,24,3
34.6,female,5,24,1
33.8,female,3,24,1
27,female,5,24,3
34,female,4,24,3
26,female,5,24,3
34.9,female,5,24,4
33.6,female,3,24,1
28,female,5,24,3
31.9,male,4,24,1
28,male,5,24,2
28.6,male,4,24,2
27.7,male,4,24,2
30.4,male,4,24,4
31.7,male,3,24,2
28.3,male,4,24,3
28.9,male,3,24,2
30.5,male,5,24,1
30.3,male,4,24,2
28,male,4,24,1
31,male,5,24,3
29.8,male,5,24,3
30.9,male,4,24,4
31.3,male,5,24,3
27.3,male,4,24,2
30.2,male,3,24,1
30.7,male,3,24,1
27.5,male,5,24,2
27,male,5,24,4
28.7,male,5,24,4
28.9,male,4,24,1
27.5,male,3,24,3
30.5,male,5,24,4
28.9,male,3,24,3
28.1,male,4,24,2
31.8,male,5,24,2
30.4,male,4,24,3
27.2,male,4,24,3
28.7,male,5,24,1
30.8,male,4,24,2
27.7,male,5,24,2
27.6,male,4,24,2
31.6,male,3,24,1
29.4,male,4,24,2
30.7,male,3,24,1
29.1,male,3,24,1
29.3,male,4,24,4
28.2,male,4,24,4
29.2,male,5,24,4
30.8,male,4,24,3
31.8,male,5,24,4
28.1,male,5,24,4
28.8,male,3,24,2
31.1,male,5,24,4
27.1,male,3,24,2
31.2,male,4,24,1
28,male,3,24,2
29.2,male,3,24,4
29.9,male,4,24,3
29.8,male,5,24,1
27.7,male,3,24,4
28.7,male,5,24,2
27.8,male,5,24,1
29.3,male,4,24,3
28,male,4,24,2
24,male,,24,1
28.8,male,3,24,2
27.3,male,4,24,1
26.5,male,5,24,2
27.1,male,3,24,2
25.6,male,3,24,1
25.1,male,3,24,2
28.4,male,4,24,1
25.2,male,4,24,2
27.9,male,4,24,4
26.4,male,5,24,2
29,male,3,24,1
26.1,male,5,24,4
26.1,male,5,24,1
22.3,male,4,24,4
22.5,male,3,24,2
25.7,male,3,24,1
27.6,male,3,24,1
23.7,male,3,24,1
26.7,male,5,24,1
24.1,male,3,24,4
22.5,male,4,24,1
26.3,male,4,24,2
26.6,male,5,24,3
23.9,male,3,24,1
24.3,male,5,24,1
22,male,4,24,1
28,male,4,24,4
27.4,male,4,24,4
28.1,male,5,24,2
22.5,male,3,24,1
24.8,male,3,24,3
23.9,male,4,24,4
29,male,5,24,3
28.8,male,3,24,3
34.8,male,3,24,2
27,male,4,24,1
33.4,male,3,24,1
25,male,4,24,3
34.1,male,4,24,1
27.7,male,5,24,2
33.5,male,3,24,2
26.7,male,4,24,1
32.7,male,4,24,3
34.2,male,5,24,4
29.3,male,4,24,4
34.9,male,3,24,4
30.4,male,3,24,2
39.4,female,3,24,1
23.5,female,5,24,2
38.9,female,4,24,2
35.1,female,4,24,4
47.4,male,4,24,1
39.1,male,5,24,2
25.4,male,4,24,2
27.5,male,3,24,1
36.2,male,4,24,4
46.9,female,4,24,1
49.8,female,4,24,1
37.3,female,4,24,3
48,female,4,24,1
41.5,female,3,24,4
37.3,female,5,24,4
46.4,female,5,24,2
40.4,female,5,24,2
41.8,female,5,24,4
49.7,female,5,24,1
46.2,female,3,24,2
39.5,female,4,24,2
47.3,female,5,24,3
51.6,female,3,24,2
43.1,female,3,24,1
37.7,female,4,24,2
41,female,3,24,4
49.4,female,4,24,4
39,female,5,24,2
51,female,3,24,2
51.9,female,4,24,4
50,female,3,24,2
41.2,female,3,24,3
38.2,female,5,24,2
49.5,female,5,24,4
24,female,3,25,3
28.1,female,5,25,1
22.1,female,4,25,4
26.4,female,4,25,3
28,female,3,25,3
27.1,female,3,25,2
26.7,female,5,25,2
22.5,female,5,25,3
24,female,5,25,1
24.1,female,5,25,4
28,female,4,25,3
28.7,female,4,25,4
27,female,4,25,3
26.7,female,5,25,2
24.2,female,3,25,4
28.4,female,5,25,1
23.4,female,4,25,1
28.4,female,4,25,4
24.4,female,5,25,3
24.7,female,5,25,3
23.8,female,5,25,2
22.1,female,3,25,3
23.1,female,3,25,1
28.7,female,5,25,1
22.4,female,5,25,1
23.3,female,5,25,2
27.5,female,5,25,3
28.3,female,5,25,4
25.2,female,4,25,3
28.1,female,3,25,4
26.2,female,3,25,1
22.1,female,5,25,4
24.2,female,4,25,4
26.9,female,5,25,2
28.8,female,3,25,2
28.3,female,5,25,4
24.6,female,4,25,1
28.1,female,5,25,2
24,,3,25,1
29.1,female,5,25,4
26.4,female,4,25,1
32.8,female,4,25,2
34.1,female,3,25,3
30.4,female,5,25,1
28.8,female,4,25,1
27.9,female,5,25,1
31.5,female,5,25,4
28.4,female,3,25,3
29.5,female,3,25,1
31.1,female,4,25,2
23.8,male,4,25,2
25,male,3,25,3
23,male,3,25,3
22.4,male,4,25,4
28.4,male,5,25,3
26.7,male,4,25,4
24.4,male,3,25,3
24.2,male,3,25,3
25.5,male,3,25,3
27.5,male,3,25,1
27.5,male,5,25,1
22.1,male,4,25,1
26.1,male,4,25,3
26.9,male,5,25,3
28.9,male,3,25,3
27.5,male,3,25,4
25,male,3,25,4
29,male,5,25,1
28.7,male,5,25,1
22.1,male,3,25,4
27.2,male,3,25,2
22.1,male,5,25,1
26.5,male,3,25,4
26.8,male,3,25,2
22.1,male,3,25,2
27.8,male,4,25,2
24.1,male,5,25,2
24.7,male,4,25,1
28,male,4,25,3
26.2,male,3,25,4
24.4,male,4,25,3
24.6,male,5,25,3
23.5,male,3,25,2
24.2,male,3,25,4
22.4,male,5,25,4
22.8,male,4,25,3
24.2,male,3,25,3
26.6,male,3,25,4
25.5,male,5,25,4
28.2,male,4,25,2
25.2,male,3,25,1
26.9,male,5,25,3
23.2,male,5,25,1
24.9,male,5,25,3
27.9,male,4,25,1
28.2,male,3,25,4
28.5,male,5,25,4
26.1,male,4,25,4
28.4,male,5,25,4
22.1,male,5,25,3
27.8,male,3,25,1
22.9,male,3,25,1
26.2,male,3,25,2
28.4,male,3,25,4
28,male,5,25,4
28.5,male,5,25,1
25,male,4,25,4
28.4,male,3,25,4
24.6,male,4,25,3
28.3,male,3,25,3
25.8,male,5,25,2
28,male,3,25,1
24.8,male,5,25,2
22.5,male,3,25,2
23.9,male,4,25,1
27,male,5,25,4
28,male,3,25,4
25.1,male,5,25,2
27.5,male,4,25,2
22.3,male,4,25,4
25.7,male,5,25,2
25.3,male,4,25,3
22.6,male,3,25,3
26,male,3,25,2
28.5,male,3,25,4
28.2,male,3,25,1
26.2,male,5,25,3
24,male,4,25,2
28.9,male,4,25,1
25.8,male,5,25,4
27.7,male,4,25,1
29.4,male,4,25,2
,male,4,25,3
34.9,male,5,25,3
32,male,5,25,2
27.9,male,5,25,4
27.9,male,3,25,3
32.2,male,5,25,3
32.6,male,5,25,2
34.3,male,3,25,2
26.9,male,3,25,2
28,male,4,25,1
30.6,male,5,25,3
28.6,male,4,25,2
26.4,male,3,25,1
47.2,male,4,25,3
30.7,female,4,25,4
34.3,female,3,25,3
45.4,male,3,25,2
25.1,male,4,25,1
37.4,male,3,25,1
36.1,female,4,25,2
45.1,female,4,25,3
43.6,female,3,25,1
38.9,female,5,25,3
36.7,female,5,25,2
37.7,female,5,25,1
39.6,female,4,25,4
38.4,female,3,25,1
51.6,female,5,25,4
47.9,female,4,25,4
36.3,female,5,25,3
41,female,5,25,2
49.4,female,4,25,1
49,female,3,25,3
52,female,3,25,3
39.3,female,4,25,4
44.8,female,3,25,2
39.2,female,4,25,1
46.8,female,3,25,1
39.2,female,5,25,3
35.4,female,4,25,4
36.8,female,5,25,3
48.9,female,5,25,4
38.3,female,4,25,1
36.4,female,3,25,4
36.3,female,3,25,3
42.5,female,5,25,2
51.6,female,3,25,1
41.3,female,3,25,1
49.5,female,5,25,4
45.6,female,5,25,4
40.1,female,4,25,3
45.7,female,3,25,1
27,female,3,26,1
27,female,4,26,1
22.6,female,5,26,1
24.5,female,3,26,4
28.5,female,3,26,3
23.2,female,3,26,2
28.5,female,5,26,3
27.9,female,4,26,4
29,female,3,26,4
24.4,female,5,26,3
24,female,4,26,1
28.8,female,3,26,3
25.3,female,5,26,4
24.7,female,4,26,4
27.7,female,3,26,3
25.4,female,5,26,2
22.7,female,5,26,3
23.6,female,4,26,2
23.4,female,3,26,3
24,female,5,26,2
27.5,female,3,26,3
25.1,female,3,26,2
27.4,female,3,26,4
22.9,female,3,26,1
26.9,female,5,26,1
27,female,3,26,2
24.9,female,4,26,4
24.3,female,3,26,3
22.6,female,4,26,1
22.5,female,4,26,4
22.3,female,5,26,3
23.6,female,3,26,3
24.1,female,5,26,2
22.6,female,4,26,2
26.6,female,3,26,3
28.9,female,5,26,4
24.2,female,4,26,2
27.9,female,5,26,3
24.6,female,4,26,3
26.1,female,4,26,4
23.1,female,3,26,2
28.8,female,4,26,2
23.6,female,3,26,3
28.1,female,5,26,1
34.7,female,3,26,4
27.2,female,5,26,1
33.4,female,5,26,1
26.5,female,4,26,2
29.9,female,4,26,4
26.4,female,5,26,2
33.4,female,4,26,3
28.2,female,4,26,3
27.7,female,5,26,3
25.3,male,5,,1
25.4,male,3,26,3
27.7,male,3,26,4
25,male,5,26,2
23.7,male,3,26,4
23.8,male,4,26,1
24.4,male,3,26,2
23.7,male,3,26,3
27.8,male,3,26,1
26.2,male,4,26,2
27.8,male,3,26,1
28.1,male,4,26,3
24.4,male,3,26,2
26,male,5,26,1
24.7,male,5,26,2
23,male,4,26,4
23.9,male,3,26,1
28.5,male,3,26,3
23,male,5,26,1
24.9,male,3,26,4
24,male,3,26,3
25.1,male,4,26,1
25.3,male,4,26,4
28.6,male,3,26,2
27.2,male,4,26,1
26,male,4,26,4
28,male,4,26,3
25.4,male,4,26,4
22.5,male,4,26,4
23.7,male,3,26,3
28.8,male,3,26,3
23.1,male,4,26,2
27.1,male,3,26,4
25.3,male,3,26,4
25.9,male,5,26,2
25.3,male,5,26,1
26.4,male,4,26,3
28.9,male,4,26,1
22,male,4,26,2
26,male,3,26,4
24.2,male,5,26,4
25.7,male,3,26,4
23.4,male,3,26,3
22.2,male,5,26,4
26,male,3,26,3
26.4,male,3,26,1
28.2,male,5,26,3
22,male,5,26,3
27.4,male,4,26,2
26.9,male,3,26,4
26.7,male,3,26,1
25.1,male,4,26,1
22.3,male,4,26,4
28,male,4,26,1
27,male,3,26,1
22.3,male,5,26,3
26.1,male,5,26,1
23.8,male,3,26,3
28.1,male,4,26,2
24.2,male,4,26,1
28.8,male,4,26,2
26.6,male,5,26,1
25.5,male,3,26,1
24.6,male,4,26,3
26,male,3,26,1
28.3,male,5,26,1
24.8,male,5,26,4
26.7,male,3,26,4
26.5,male,3,26,2
23.7,male,3,26,3
29,male,5,26,1
22.5,male,5,26,2
23.8,male,4,26,1
22.3,male,3,26,4
28.1,male,4,26,2
23.2,male,5,26,2
23,male,5,26,2
26.6,male,3,26,2
28.6,male,3,26,2
25.3,male,3,26,4
24.6,male,5,26,1
28.7,male,3,26,1
27.1,male,5,26,3
22.6,male,4,26,4
33.2,male,3,26,4
27.2,male,3,26,2
26.2,male,5,26,4
31.4,male,4,26,2
26.8,male,5,26,2
26.5,male,4,26,4
32.6,male,3,26,1
27.6,male,4,26,4
27.9,male,5,26,1
26.4,male,3,26,2
34.3,male,4,26,4
32.5,male,4,26,4
32.1,male,3,26,2
28.6,male,4,26,1
31.5,male,5,26,2
34.4,male,,26,2
25.9,male,3,26,4
24,female,3,26,1
33.1,male,5,26,2
21.9,female,5,26,4
38.3,male,4,26,4
23.1,male,4,26,4
39.8,male,5,26,1
27.7,female,3,26,1
48,female,5,26,4
36.7,male,3,26,1
25,female,3,26,3
40.4,male,3,26,3
48.6,female,3,26,1
45.4,male,4,26,1
48.4,female,4,26,3
20.8,female,5,26,2
32,male,5,26,3
42.6,male,5,26,4
23.3,female,4,26,4
52,female,3,26,4
37.1,female,4,26,3
38,female,4,26,1
44.7,female,3,26,1
46,female,3,26,2
45.4,female,4,26,2
35.5,female,5,26,4
51,female,5,26,2
37,female,3,26,2
39.4,female,4,26,4
37.1,female,3,26,2
44.9,female,4,26,3
38.8,female,4,26,4
45.9,female,4,26,3
41.3,female,5,26,4
39.5,female,4,26,3
35.2,female,3,26,2
46.7,female,3,26,3
45,female,4,26,1
43.8,female,4,26,2
50.3,female,3,26,4
50.9,female,4,26,3
38.6,female,5,26,3
40.8,female,3,26,1
43.7,female,4,26,2
44.2,female,5,26,3
48,female,4,26,4
35.6,female,3,26,1
43.1,female,3,26,2
45.2,female,3,26,4
46.5,female,3,26,4
25.3,female,4,27,4
23.7,female,4,27,4
23.4,female,3,27,3
23.5,female,5,27,2
27.6,female,3,27,4
25.3,female,3,27,1
24.1,female,3,27,4
23.1,female,4,27,2
24,female,4,27,1
24.2,female,3,27,2
27.1,female,5,27,4
24.7,female,5,27,1
27.8,female,4,27,1
25,female,3,27,1
27.3,female,3,27,4
23.4,female,5,27,3
24.8,female,5,27,4
23.7,female,4,27,2
22.5,female,3,27,4
22.2,female,5,27,2
23.5,female,5,27,2
25.7,female,5,27,2
22.7,female,3,27,4
25.3,female,3,27,4
24.9,female,3,27,3
25.5,female,3,27,3
26.9,female,3,27,1
22.4,female,3,27,1
27.9,female,4,27,1
33.5,female,3,27,4
29.5,female,5,27,4
25,female,5,27,2
30.1,female,4,27,4
34.9,female,4,27,4
27.6,female,5,27,1
25.9,female,5,27,3
28.2,female,4,27,4
26,female,4,27,1
26.8,female,5,27,2
30.5,female,5,27,2
32.3,female,5,27,4
33.8,female,4,27,2
25.3,female,5,27,4
33.3,female,5,27,3
28.5,female,4,27,2
,female,5,27,4
31.9,female,5,27,3
25.7,female,5,27,4
25,female,3,27,3
23.9,male,5,27,1
25,male,4,27,2
26.2,male,4,27,3
23.8,male,5,27,4
22.2,male,5,27,1
22.9,male,4,27,1
22.6,male,4,27,1
25.9,male,5,27,2
22.7,male,3,27,4
25.4,male,3,27,1
25.9,male,5,27,2
26.1,male,3,27,3
22.5,male,5,27,1
28.6,male,5,27,4
28,male,3,27,1
28.1,male,3,27,2
23.7,male,5,27,4
22.4,male,3,27,4
26.1,male,4,27,3
22.8,male,5,27,2
27.3,male,5,27,1
29,male,3,27,4
23.2,male,3,27,2
22.1,male,5,27,4
27.2,male,3,27,3
24.9,male,3,27,4
28.6,male,3,27,2
24.1,male,5,27,2
26.5,male,5,27,4
27.6,male,5,27,3
24.3,male,3,27,4
23.7,male,4,27,2
27,male,4,27,1
26.4,male,4,27,1
27.1,male,3,27,2
24.9,male,3,27,3
28.9,male,4,27,4
25,male,3,27,2
28.3,male,4,27,3
24.4,male,3,27,4
22.9,male,4,27,3
25.8,male,4,27,1
24.2,male,4,27,2
25.6,male,4,27,2
27.4,male,5,27,4
28.7,male,4,27,3
26.1,male,5,27,2
28.4,male,5,27,4
22.9,male,3,27,4
22.2,male,4,27,4
23.4,male,4,27,4
23.4,male,5,27,3
22,male,4,27,3
28.3,male,4,27,2
23.1,male,4,27,4
27.3,male,5,27,3
22.7,male,3,27,3
22.8,male,5,27,3
25.2,male,5,27,4
24.9,male,5,27,2
28.9,male,4,27,1
27,male,4,27,2
25.2,male,5,27,4
27.6,male,4,27,3
22.7,male,4,27,1
22.5,male,4,27,3
26.5,male,3,27,1
26,male,5,27,3
28.1,male,5,27,3
27.5,male,4,27,4
23.1,male,5,27,1
26.9,male,4,27,2
28.4,male,4,27,3
25.3,male,3,27,4
33.2,male,4,27,3
26,male,4,27,1
28.2,male,4,27,4
34.3,male,3,27,3
26.3,male,3,27,4
34.1,male,5,27,4
32.2,male,5,27,4
34.4,female,3,27,3
23.1,male,4,27,3
28.8,female,4,27,4
40.9,female,3,27,1
30.7,male,3,27,2
38.6,male,3,27,1
42.5,female,5,27,2
41.8,female,4,27,1
24.9,male,4,27,1
36.1,female,4,,2
36.5,female,4,27,1
45.1,female,4,27,1
46.6,female,3,27,1
42.7,female,4,27,3
38.6,female,5,27,2
42.7,female,5,27,4
46.9,female,4,27,2
45,female,5,27,3
43.4,female,3,27,3
44.6,female,3,27,3
46.3,female,5,27,1
46.4,female,5,27,2
42.6,female,5,27,3
43.7,female,3,27,1
44.2,female,5,27,2
39.5,female,3,27,4
45.6,female,3,27,1
44.8,female,3,27,2
51.8,female,5,27,1
40.2,female,4,27,3
38.4,female,5,27,4
42.3,female,4,27,3
50.2,female,5,27,2
40.1,female,3,27,4
29.8,female,5,28,1
31.5,female,5,28,2
29.7,female,4,28,4
29.3,female,4,28,2
28,female,4,28,3
27.3,female,4,28,3
27.7,female,3,28,2
28.2,female,5,28,2
31.1,female,4,28,4
29,female,3,28,4
30.4,female,3,28,2
31.6,female,5,28,3
31.3,female,5,28,3
31.7,female,4,28,2
29.3,female,3,28,1
31.3,female,5,28,1
28.2,female,5,28,4
28.8,female,5,28,2
28.3,female,4,28,1
27.9,female,5,28,3
31.8,female,5,28,4
28.7,female,5,28,1
31.4,female,4,28,4
29,female,3,28,4
29.2,female,4,28,2
31,female,4,28,1
30,female,3,28,3
28.8,female,3,28,3
31.6,female,3,28,2
28.5,female,4,28,4
28.1,female,4,28,3
29.3,female,3,28,3
28,female,3,28,4
30.9,female,3,28,4
31.9,female,5,28,1
31.8,female,4,28,4
27.8,female,4,28,1
27,female,3,28,3
28,female,4,28,2
27,female,4,28,2
27.8,female,4,28,3
28.7,female,5,28,3
31,female,4,28,3
27.7,female,3,28,2
31.4,female,4,28,2
31,female,4,28,1
29.9,female,3,28,1
28.5,female,4,28,2
27.3,female,4,28,2
29.9,female,3,28,1
29.6,female,3,28,4
27.6,female,4,28,3
30.8,female,4,28,4
29.6,female,3,28,4
27.3,female,5,28,3
26.7,female,5,28,3
25.7,female,5,28,3
,female,5,28,3
29.4,female,5,28,4
34.9,female,3,28,2
27.4,female,4,28,1
31.3,female,5,28,1
26.8,female,3,28,4
30.6,female,4,28,4
33.2,female,5,28,3
34.2,female,3,28,1
33.1,female,5,28,1
28.3,female,5,28,2
28.5,female,5,28,4
26.6,male,3,28,3
23.5,male,4,28,3
28.2,male,5,28,4
25.2,male,3,28,4
28.4,male,4,28,2
26.7,male,4,28,1
25.2,male,4,28,2
25.4,male,5,28,1
28.2,male,4,28,1
25.1,male,3,28,4
26,male,3,28,1
27.1,male,5,28,2
31.6,male,3,28,4
29,male,3,28,1
28.9,male,4,28,1
31.7,male,5,28,2
28.8,male,4,28,3
31.6,male,4,28,2
31.1,male,3,28,2
28.9,male,4,28,3
27.2,male,4,28,3
29.7,male,4,28,1
31.2,male,5,28,2
29.8,male,4,28,4
30.3,male,4,28,4
29.6,male,3,28,3
27.5,male,4,28,2
27.9,male,5,28,2
27.3,male,3,28,4
29.4,male,4,28,4
28,male,4,28,2
31,male,5,28,3
28.6,male,5,28,2
27,male,3,28,4
30.3,male,5,28,3
28.7,male,5,28,4
30.8,male,3,28,1
30.5,male,3,28,3
30.6,male,4,28,1
29.3,male,5,28,3
30.4,male,5,28,2
28.9,male,5,28,2
31.2,male,3,28,4
28.1,male,3,28,1
29.8,male,5,28,4
28.1,male,4,28,1
28.5,male,3,28,3
28,male,4,28,3
31.4,male,5,28,4
28.1,male,4,28,4
30.2,male,4,28,3
29.7,male,3,28,3
28.8,male,4,28,1
27.7,male,3,28,2
29.3,male,5,28,4
31.9,male,3,28,3
28.3,male,4,28,4
30.4,male,3,28,4
29.2,male,4,28,3
31.9,male,4,28,1
31.8,male,3,28,1
27.4,male,5,28,2
31.8,male,5,28,4
30.8,male,5,28,2
32,male,4,28,4
30.1,male,4,28,1
30,male,5,28,3
31.5,male,4,28,4
27.2,male,3,28,1
30.8,male,4,28,4
30.4,male,4,28,1
30.9,male,4,28,2
29.4,male,4,28,2
30.5,male,3,28,3
30.8,male,5,28,3
29.9,male,4,28,1
30.2,male,4,28,3
30.3,male,3,28,4
28.6,male,3,28,3
29.5,male,5,28,3
31.3,male,4,28,1
31.8,male,5,28,1
33.3,male,3,28,3
28.2,male,5,28,4
32,male,5,28,3
26.4,male,4,28,3
34.2,male,5,28,1
28.2,male,3,28,2
30.3,male,5,28,4
26.6,male,4,28,4
31.4,male,5,,3
30.7,male,5,28,2
31.3,male,3,28,4
29,male,5,28,1
25,male,5,28,1
38,male,4,28,2
36.2,female,4,28,2
28,female,5,28,4
36.2,female,5,28,2
40.3,male,5,28,3
24.4,female,4,28,3
31.8,female,4,28,3
21.1,female,3,28,4
32,female,5,28,4
42,female,4,28,2
28.9,male,3,28,2
41,male,4,28,1
39.6,female,5,28,2
37.4,female,3,28,2
45.4,female,3,28,2
44.8,female,4,28,3
49.4,female,5,28,3
40.4,female,3,28,4
48.9,female,3,28,4
38.4,female,5,28,1
39.3,female,3,28,3
40.7,female,4,28,3
39.3,female,4,28,3
41.5,female,4,28,2
39.1,female,3,28,4
51.8,female,4,28,4
39.3,female,3,28,2
40.8,female,3,28,3
48.7,female,4,28,4
51.9,female,5,28,4
48.3,female,4,28,2
30.1,female,4,29,4
30.1,female,3,29,4
27.3,female,4,29,3
29.2,female,3,29,2
28.5,female,3,29,3
29.8,female,4,29,4
30.3,female,4,29,2
29.6,female,5,29,2
29.7,female,5,29,2
31.6,female,3,29,4
31.6,female,5,29,4
27.1,female,5,29,2
28.4,female,3,29,3
27,female,3,29,2
29.8,female,3,29,4
27.5,female,5,29,4
31.8,female,4,29,3
28.4,female,3,29,1
29.3,female,5,29,2
31.5,female,3,29,2
29.7,female,5,29,2
28.4,female,4,29,2
30.3,female,3,29,1
30.8,female,3,29,4
28.5,female,4,29,2
29.2,female,4,29,4
31.1,female,3,29,1
28.3,female,4,29,1
31.6,female,5,29,4
27.1,female,5,29,2
,female,3,29,2
29.3,female,4,29,1
30.1,female,3,29,3
29.1,female,3,29,3
27.1,female,4,29,2
27.9,female,3,29,2
27.8,female,3,29,1
27.2,female,4,29,4
29.9,female,4,29,2
28,female,4,29,4
28,female,3,29,1
34.3,female,5,29,3
28.8,female,5,29,4
27.8,female,4,29,1
29.8,female,3,29,4
27.5,female,3,29,4
32.6,female,3,29,2
32.3,female,5,29,1
27.1,female,3,29,1
29.4,male,4,29,2
29.1,male,5,29,3
32,male,5,29,2
30.4,male,3,29,1
27.3,male,3,29,3
27,male,5,29,4
28.2,male,4,29,4
27.6,male,4,29,1
29.4,male,5,29,1
31.4,male,5,29,4
30.6,male,4,29,3
31.4,male,5,29,3
31.2,male,4,29,3
31,male,5,29,2
28,male,5,29,2
27.3,male,5,29,3
28.3,male,5,29,3
30.4,male,4,29,4
27.4,male,5,29,1
27.2,male,4,29,2
30.5,male,3,29,2
31.7,male,5,29,1
29.9,male,4,29,1
32,male,3,29,3
29.4,male,3,29,1
29.5,male,5,29,1
30.5,male,3,29,2
28.7,male,3,29,3
30.3,male,3,29,1
27.7,male,3,29,3
31.4,male,4,29,3
31.6,male,4,29,4
27.7,male,3,29,4
27.5,male,4,29,4
30.2,male,5,29,2
29.4,male,4,29,4
30.2,male,3,29,3
31.6,male,3,29,1
27,male,3,29,4
29.6,male,5,29,1
29.4,male,5,29,2
30.6,male,4,29,2
27.3,male,5,29,4
30.9,male,4,29,2
31.5,male,4,29,2
28.5,male,5,29,2
30.7,male,5,29,2
27.4,male,5,29,2
28,male,3,29,2
29.7,male,5,29,1
29.1,male,3,29,4
29.6,male,4,29,1
30.9,male,5,29,1
28.5,male,5,29,4
29.4,male,4,29,3
31,male,3,29,2
28.6,male,5,29,2
31.2,male,5,29,4
28.4,male,4,29,2
30.2,male,4,29,3
30.9,male,4,29,3
31.5,male,3,29,2
27.5,male,5,29,4
29.1,male,5,29,3
28,male,4,29,2
27,male,3,29,4
30.5,male,5,29,3
28.6,male,3,29,4
28.5,male,5,29,3
29.9,male,3,29,4
28.1,male,4,29,3
28.1,male,5,29,4
28.6,male,3,29,2
29,male,4,29,1
30.9,male,3,29,1
27.1,male,4,29,1
28.8,male,,29,4
27,male,5,29,3
29.3,male,5,29,2
28.5,male,5,29,1
31.3,male,5,29,4
28.7,male,5,29,1
28.4,male,5,29,1
26.5,male,5,29,4
28.1,male,4,29,4
27.6,male,5,29,2
26.6,male,3,29,4
26.5,male,5,29,2
28.2,male,3,29,1
30.3,male,3,29,4
34,male,5,29,1
31.7,male,5,29,3
32.3,male,5,29,3
30,male,5,29,1
31.2,male,4,29,1
27.1,male,4,29,4
26.1,female,4,29,2
22.8,male,3,29,3
26.1,female,5,29,3
